"Word","Token","Frequency"
"hullabaloo","-799708039","2"
"hulu","3214166","1"
"hum","103680","36"
"human","99639597","612"
"humane","-1206139688","9"
"humanely","540933221","1"
"humanise","540937262","1"
"humanism","540937270","4"
"humanist","540937277","4"
"humanistic","149683735","4"
"humanitarian","2123507821","1"
"humanitarians","1404233126","1"
"humanitas","-410813110","1"
"humanity","540937313","115"
"humanization","-1999624553","1"
"humanize","540937479","1"
"humanized","-410807235","1"
"humanizes","-410807220","3"
"humankind","-410763711","3"
"humanly","1264375674","7"
"humanness","-410678012","2"
"humanoid","540942717","4"
"humanoids","-410644842","2"
"humans","-1206139674","132"
"humberfloob","-1359102515","1"
"humble","-1206138789","37"
"humbleness","976071986","1"
"humbling","541801048","1"
"humbly","-1206138769","1"
"humbug","-1206138508","2"
"humdinger","-329406677","1"
"humdrum","1264469158","12"
"hume","3214181","6"
"humerous","544756352","1"
"humid","99639835","3"
"humidity","548027571","1"
"humilation","-1404848462","1"
"humiliate","-183644628","8"
"humiliated","-1398016072","10"
"humiliates","-1398016057","2"
"humiliating","-388821015","11"
"humiliation","-388820977","13"
"humiliations","831451716","2"
"humility","548265899","7"
"humma","99639956","3"
"hummel","-1206128428","3"
"hummer","-1206128422","3"
"hummers","1264724697","1"
"humming","1264728405","10"
"humongous","-10068763","3"
"humor","99640035","511"
"humored","1264796354","1"
"humorist","553985735","2"
"humoristic","-195650015","1"
"humorists","-6311284","3"
"humorless","-6235396","6"
"humorous","553991562","91"
"humorously","-190050153","6"
"humors","-1206126096","4"
"humour","-1206126004","192"
"humoured","554083307","4"
"humourless","-101673499","7"
"humourous","-3276415","3"
"hump","3214192","1"
"humpback","554424407","1"
"humpbacks","7287548","1"
"humpdorama","296538750","1"
"humperdinck","1563467956","1"
"humperdink","327529119","2"
"humphrey","554619566","7"
"humphries","13340701","1"
"humping","1264817778","1"
"humprey","1264826166","1"
"humpty","-1206125067","1"
"hums","3214195","1"
"humvee","-1206119786","1"
"hun","103681","3"
"hunch","99640614","2"
"hunchback","528181005","4"
"hunchbacked","775808108","1"
"hunched","1265352773","2"
"hundred","1265392174","74"
"hundreds","572451845","48"
"hundstage","567505243","4"
"hung","3214214","41"
"hungama","1265465455","5"
"hungarian","636717247","10"
"hungary","1265465634","3"
"hunger","-1206104397","5"
"hungering","640411727","1"
"hungover","575149402","3"
"hungrily","575226506","1"
"hungry","-1206103987","34"
"hunk","3214218","11"
"hunkered","578541718","1"
"hunks","99640873","1"
"hunky","99640879","11"
"hunland","1265614444","1"
"hunnam","-1206097799","1"
"hunnicutt","844074734","2"
"huns","3214226","3"
"hunt","3214227","89"
"hunted","-1206091918","22"
"hunter","-1206091904","98"
"hunters","1265856755","35"
"hunting","1265860463","49"
"huntingdon","1436294004","5"
"huntley","1265863085","3"
"huntress","587228646","1"
"hunts","99641152","6"
"huntsville","1730040850","1"
"huntz","99641159","1"
"hupfel","-1206045782","1"
"huppert","1267584634","14"
"hur","103685","6"
"hurd","3214335","1"
"hurdle","-1205987912","1"
"hurl","3214343","6"
"hurled","-1205980442","4"
"hurley","-1205980421","5"
"hurling","1269316219","4"
"hurls","99644748","2"
"hurrah","-1205974796","2"
"hurray","-1205974779","1"
"hurricane","213619345","9"
"hurricanes","-1967734782","1"
"hurried","1269494683","5"
"hurriedly","213681768","2"
"hurries","1269494698","1"
"hurry","99644940","16"
"hurst","99644966","6"
"hurt","3214351","139"
"hurtful","1269551886","1"
"hurting","1269554547","11"
"hurtles","1269557163","1"
"hurtling","701570181","2"
"hurts","99644996","34"
"husband","1269934139","384"
"husbandry","635999170","1"
"husbands","713252760","23"
"husen","99645487","1"
"hush","3214370","7"
"hushed","-1205954495","1"
"husk","3214373","3"
"husks","99645678","1"
"husky","99645684","1"
"hussar","-1205944034","2"
"hussein","1270444285","3"
"hussey","-1205943903","7"
"hussle","-1205943706","1"
"hustle","-1205942745","5"
"hustled","1270480669","1"
"hustler","1270480683","16"
"hustlers","730195624","2"
"hustles","1270480684","2"
"hustling","730199332","5"
"huston","-1205942643","31"
"hustons","1270483846","1"
"hut","103687","6"
"hutch","99646380","2"
"hutchinson","1067536929","3"
"hutchison","1558462005","1"
"hutson","-1205913813","1"
"hutt","3214413","2"
"hutton","-1205912852","13"
"hutu","3214414","1"
"huuuge","-1205882357","1"
"huxley","-1205801675","1"
"huxtables","1293524784","2"
"hve","103703","1"
"hvr","103716","1"
"hwang","99688043","1"
"hwl","103741","1"
"hybrid","-1202757124","23"
"hybrids","1369234935","2"
"hyde","3217746","36"
"hyderabadi","-1928939643","2"
"hydes","99750241","1"
"hydrate","1371074771","1"
"hydraulic","-952065069","3"
"hydro","99750640","5"
"hydrochloric","716620404","1"
"hydrogen","-445950368","4"
"hyenas","-1202671828","1"
"hyeong","-1202670476","1"
"hyer","3217790","1"
"hygiene","1373580873","1"
"hyland","-1202475396","1"
"hyman","99758761","4"
"hymen","99758885","1"
"hymer","99758889","2"
"hymn","3218034","3"
"hyodo","99760777","1"
"hype","3218118","48"
"hyped","99761758","33"
"hyper","99761772","19"
"hyperactive","119290994","6"
"hyperbole","751002354","8"
"hyperbolize","158764193","1"
"hypercritical","-2012313077","1"
"hypercube","751037601","1"
"hyperkinetic","-145731347","2"
"hypermacho","1815969706","1"
"hypersensitive","2121042346","2"
"hyperspace","1821955610","1"
"hyperventilating","-1377321141","1"
"hypes","99761773","2"
"hypesters","752452703","1"
"hypnothised","805423933","1"
"hypnotic","-106082034","13"
"hypnotically","-779102970","2"
"hypnotise","1006424839","1"
"hypnotising","806636036","1"
"hypnotist","1006424854","3"
"hypnotize","1006425056","2"
"hypnotized","1134405764","5"
"hypnotizes","1134405779","2"
"hypnotizing","806844573","2"
"hypo","3218128","2"
"hypochondriac","-750218327","6"
"hypocrisies","432078222","1"
"hypocrisy","1023912176","12"
"hypocrite","1023912187","4"
"hypocrites","1676506840","3"
"hypocritical","510444143","9"
"hypodermic","1693391718","1"
"hypoth","-1202342588","2"
"hypothermic","-1950239818","1"
"hypothesis","-2141120100","5"
"hypothesizing","-1549273249","1"
"hypothetical","-326170056","1"
"hypothetically","83192261","1"
"hyroglyph","-1492517154","1"
"hyrum","99764185","4"
"hyser","99764655","1"
"hysteria","-14953289","10"
"hysterical","-1485203804","52"
"hysterically","-1351709903","25"
"hysterics","-463551782","9"
"hytner","-1202224840","1"
"hyuck","99766508","7"
"hyung","99766845","1"
"i","105","35619"
"ia","3352","1"
"iaac","3224378","1"
"iafrika","1573333275","1"
"iago","3224576","6"
"iaido","99963548","1"
"iam","104021","2"
"iamaseal2","1584711849","1"
"iambic","-1195980153","1"
"ian","104022","51"
"iannaccone","1759776029","1"
"ib","3353","1"
"ibanez","-1195402693","1"
"iberia","-1195279586","13"
"iberian","1601038608","1"
"ibiza","99994007","2"
"ible","3225682","1"
"ibm","104052","1"
"ibrahim","1612537220","1"
"ibsen","100002979","1"
"ic","3354","4"
"ice","104075","128"
"iceberg","1629187779","8"
"icebergs","-1034786288","1"
"icecap","-1194370713","1"
"iced","3226425","1"
"icegun","-1194366251","1"
"iceholes","-1028953080","1"
"iceland","1629481718","1"
"icelandic","-1731128688","2"
"icewater","-1015509652","1"
"icf","104076","2"
"ichi","3226523","9"
"ichikawa","-942271301","3"
"icicles","1632917990","4"
"iciness","1633239398","1"
"icing","100023432","12"
"ick","104081","4"
"icky","3226632","1"
"icon","3226745","36"
"iconic","-1194061997","25"
"iconoclast","288740387","4"
"iconoclastic","-1693358979","1"
"iconoclasts","361017520","1"
"iconography","481072001","2"
"icons","100029210","20"
"icy","104095","16"
"id","3355","21"
"ida","104102","9"
"idaho","100045357","3"
"idea","3227383","841"
"ideal","100048981","43"
"idealism","-148005874","12"
"idealist","-148005867","3"
"idealistic","-499714065","19"
"idealists","-293214466","1"
"idealized","-293208219","7"
"ideally","1657793698","7"
"idealology","-494386321","1"
"ideals","-1193448770","18"
"ideas","100048988","239"
"identical","86336693","28"
"identically","1365186818","2"
"identifiable","-535943594","5"
"identification","410862190","9"
"identified","-1618432869","19"
"identifies","-1618432854","2"
"identify","-135762164","54"
"identifying","1368669526","6"
"identikit","86344637","1"
"identities","-1618015780","14"
"identity","-135761730","76"
"ideological","478633316","6"
"ideologically","405119473","1"
"ideologies","-954391464","2"
"ideology","-135071174","14"
"idia","3227507","1"
"idiocies","-20828523","2"
"idiocracy","-645420313","2"
"idiocy","-1193316425","5"
"idiom","100053260","4"
"idiosyncracies","928711391","1"
"idiosyncrasies","929188047","3"
"idiosyncrasy","961859697","1"
"idiosyncratic","-247119901","4"
"idiot","100053267","69"
"idiota","-1193315922","1"
"idioterne","-630091081","1"
"idiotic","1661912429","64"
"idiotically","173146597","3"
"idiotize","-20321439","1"
"idiotized","-629964509","1"
"idiots","-1193315904","52"
"idk","104112","2"
"idle","3227604","7"
"idling","-1193232495","1"
"idly","3227624","2"
"idol","3227704","20"
"idolize","1667354140","3"
"idolized","148370888","1"
"idolizes","148370903","2"
"idols","100058939","4"
"idris","100061729","3"
"idrissa","1670044719","3"
"idyll","100068542","3"
"idyllic","1676591704","10"
"idyllically","1875087696","1"
"idylls","-1192842379","1"
"ie","3356","24"
"ieeee","100078889","1"
"ies","104151","2"
"ieuan","100094150","1"
"if","3357","6626"
"ifan","3229194","1"
"ifans","100105129","1"
"ifc","104166","3"
"iffy","3229360","1"
"ific","3229431","1"
"iggy","3230352","1"
"igla","3230483","1"
"iglesia","1750271572","1"
"iglesias","-1576156001","1"
"ignatius","-1522561372","2"
"ignite","-1190402166","5"
"ignited","1752238618","1"
"ignites","1752238633","3"
"igniting","-1515173433","4"
"ignition","-1515173395","2"
"ignoble","1752400284","2"
"ignominious","1524077399","1"
"ignominiously","54535972","1"
"ignoramus","443952957","1"
"ignorance","443953346","25"
"ignorant","-1509699564","50"
"ignorantly","877668513","2"
"ignore","-1190396462","62"
"ignored","1752415442","46"
"ignores","1752415457","20"
"ignoring","-1509691889","20"
"ignoti","-1190396396","1"
"igor","3230593","16"
"ihf","104231","1"
"ii","3360","147"
"iii","104265","46"
"ijoachim","1168071036","1"
"ike","104323","5"
"ikeda","100257600","1"
"ikiru","100261898","2"
"il","3363","17"
"ilan","3234960","1"
"ilene","100287705","1"
"ilenia","-1186048220","1"
"iliad","100291145","1"
"ilias","100291160","1"
"ilk","104360","17"
"ill","104361","122"
"illeana","1893400184","1"
"illegal","1893405558","31"
"illegally","-1503388797","5"
"illegitimate","-800591816","4"
"illicit","1893521134","7"
"illinois","-1430053749","11"
"illiteracy","270675638","6"
"illiterate","270676145","15"
"illlinois","-1300747631","1"
"illness","1893672320","37"
"illnesses","-1247030738","7"
"illogic","1893703707","1"
"illogical","-1216867962","37"
"illogicalities","546433030","1"
"illogically","-1179003501","2"
"ills","3235306","3"
"illuminate","2133956588","5"
"illuminated","1728144888","1"
"illuminates","1728144903","4"
"illuminating","2032888233","3"
"illumination","2032888271","3"
"illuminations","-1404972924","1"
"illuminator","1728145212","1"
"illusion","-1418828127","16"
"illusionary","-1535474649","1"
"illusionist","-1535466935","1"
"illusions","-1033998862","9"
"illusive","-1418827919","3"
"illustrate","-1978957907","12"
"illustrated","-1218152873","12"
"illustrates","-1218152858","10"
"illustrating","891970858","3"
"illustration","891970896","6"
"illustrations","1881294115","7"
"illustrative","891971104","1"
"illustrator","-1218152549","3"
"illustrious","-1217918839","5"
"ilm","104362","2"
"ilona","100297311","5"
"ilsa","3235505","5"
"ilse","3235509","3"
"ilses","100300894","1"
"ilva","3235598","1"
"ily","104374","2"
"ilya","3235691","1"
"im","3364","45"
"imac","3235910","1"
"image","100313435","145"
"imagery","1911934178","70"
"images","-1185250696","164"
"imaginable","-1314977591","29"
"imaginary","-873702119","24"
"imagination","-2109065882","125"
"imaginations","-956532787","12"
"imaginative","-2109065674","64"
"imaginatively","412454467","2"
"imagine","1911937878","301"
"imagined","-859467826","47"
"imagineered","-2105810334","1"
"imagines","-859467811","12"
"imaging","1911937880","2"
"imagining","-873694573","18"
"imaginings","-1314727872","3"
"imaginitive","-2101677506","1"
"imam","3235920","1"
"imamura","1912128276","6"
"imani","100313656","1"
"imanol","-1185243666","2"
"imax","3235931","10"
"imbalance","-155578056","3"
"imbalanced","-527952340","1"
"imbd","3235942","1"
"imbecile","-832869050","2"
"imbeciles","-49136659","2"
"imbecilic","-49136551","7"
"imbecility","-1523232433","1"
"imbibed","1912913974","2"
"imbred","-1185210349","1"
"imbroglio","334065094","1"
"imbue","100314830","2"
"imbued","-1185207466","7"
"imbues","-1185207451","2"
"imbuing","1913278475","1"
"imdb","3236002","286"
"imdbman","1914562936","1"
"imean","100317102","1"
"imelda","-1185126776","4"
"imho","3236139","17"
"imhotep","1918651156","1"
"imitate","1919705827","17"
"imitated","-618661407","9"
"imitates","-618661392","4"
"imitating","-1998630176","14"
"imitation","-1998630138","43"
"imitations","-1827992019","7"
"imitator","-618661083","1"
"imitators","-1998624274","1"
"immaculate","1223839184","4"
"immaterial","1695944267","1"
"immature","-521124308","28"
"immatured","1025015736","1"
"immeasurable","-44330523","1"
"immeasurably","-44330503","3"
"immediacy","1124382134","3"
"immediate","1124382641","35"
"immediately","-1800037122","183"
"immense","1922965508","23"
"immensely","1133919377","38"
"immensity","1133923469","2"
"immerse","1922969352","8"
"immersed","-517492132","15"
"immerses","-517492117","1"
"immersing","1137617349","2"
"immersion","1137617387","3"
"immersive","1137617595","3"
"immigrant","1241937756","23"
"immigrants","-154635113","9"
"immigrate","1241937927","1"
"immigrating","-498553084","1"
"immigration","-498553046","8"
"imminent","-513930371","8"
"immitating","202405019","1"
"immobile","-508742970","3"
"immoral","1923266711","14"
"immorality","1174963383","8"
"immortal","-508256077","22"
"immortality","-1696966885","12"
"immortalize","-1696966719","2"
"immortalized","-1066360637","4"
"immortally","1192185216","1"
"immortel","-508255953","2"
"immovable","1427059914","1"
"immune","-1184879485","8"
"immunity","-502844084","1"
"immutable","1596987778","1"
"imo","104395","24"
"imodium","1924778024","1"
"imovie","-1184819097","1"
"imp","104396","2"
"impact","-1184809658","141"
"impacted","-435744667","3"
"impactful","-623181193","6"
"impacting","-623178532","2"
"impactive","-623178286","1"
"impacts","1925606381","1"
"impaired","-435567843","4"
"impairment","-1968626596","1"
"impairments","-897882217","1"
"impairs","1925612085","1"
"impaled","1925614550","9"
"impalement","-1894744916","2"
"impalements","1392449863","1"
"impaler","1925614564","2"
"impales","1925614565","2"
"impaling","-435486837","3"
"impart","-1184809193","2"
"imparted","-435297802","1"
"impartial","-609326115","6"
"impartially","-1446840790","1"
"imparting","-609325717","1"
"imparts","1925620796","1"
"impasse","1925621712","1"
"impassioned","-587547502","6"
"impassivity","-587343284","1"
"impatience","-1662247659","3"
"impatient","-607810207","10"
"impeccable","1395399955","16"
"impeccably","1395399975","10"
"impecunious","835268167","3"
"impeded","1925726026","1"
"impediment","1429930684","4"
"impelled","-431790152","2"
"impending","-498979853","17"
"impenetrable","979048040","5"
"imperative","1823563244","2"
"imperatives","695885831","1"
"imperfect","-495230359","6"
"imperfectionist","1758778155","1"
"imperfections","-1745653932","6"
"imperfectly","824998326","2"
"imperial","-431614405","13"
"imperialflags","177571116","1"
"imperialism","907449448","2"
"imperialist","907449455","3"
"imperialists","-1933837852","1"
"imperioli","-495131108","4"
"imperious","-495130819","3"
"imperiousness","-12547308","1"
"impermanence","1617899404","1"
"impersonal","1840041828","5"
"impersonalized","576720628","1"
"impersonate","1206722169","2"
"impersonated","-1246318325","1"
"impersonates","-1246318310","1"
"impersonating","18841846","5"
"impersonation","18841884","11"
"impersonations","584098519","4"
"impersonator","-1246318001","4"
"impertubable","-198139070","1"
"imperturbable","-1388393020","1"
"impervious","1842635233","2"
"impetuous","-492926285","2"
"impetuously","-1255753856","1"
"impetus","1925741913","3"
"impish","-1184801486","1"
"impkins","1925909871","1"
"implacable","-1039267172","1"
"implant","1925931975","1"
"implanted","-310273370","1"
"implants","-425650804","2"
"implausability","363376555","1"
